time,anger,fear,happiness ,no specific emotion,sadness
2021-01-15,0.24119594454789986,0.2239292364990689,0.29806538381957376,0.17200496585971448,0.06480446927374302
2021-01-16,0.27213521713812866,0.22173526617426215,0.27486285206411476,0.16131355542615464,0.06995310919733978
2021-01-17,0.2784336505441561,0.23365396114879294,0.2518152773743828,0.15924894500350242,0.07684816592916574
2021-01-18,0.26005624545770534,0.2267197522671975,0.27538155275381554,0.16589250165892502,0.07194994786235662
2021-01-19,0.22617014007516228,0.21037400269298018,0.30476898651500234,0.1666834140557487,0.09200345666110653
2021-01-20,0.24316906110135753,0.19739867955787443,0.31383991493781066,0.16444944487030488,0.08114289953265251
2021-01-21,0.26589814530177275,0.2090480582026847,0.28821600573829287,0.17516138948662774,0.06167640127062199
2021-01-22,0.2576594730455885,0.2171303518807419,0.28958658346333854,0.17237606170913503,0.06324752990119605
2021-01-23,0.28076986742509746,0.21231547108482687,0.26838517448422194,0.16101605646095737,0.07751343054489639
2021-01-24,0.2842571739920087,0.2073665092626226,0.2729240828187432,0.16611696331274972,0.06933527061387577
2021-01-25,0.24837618061518257,0.2169604525481085,0.29978281731400575,0.17538259508055962,0.05949795444214354
2021-01-26,0.24782835665065775,0.21847984965546044,0.2990290248486114,0.1732303194821466,0.06143244936312382
2021-01-27,0.24179213776115926,0.23028615176362244,0.2970253087310129,0.1719240627115071,0.0589723390326983
2021-01-28,0.23315075286268144,0.23588945992245966,0.30233973492020555,0.17333874312505634,0.05528130916959697
2021-01-29,0.230822669923582,0.2217690428702687,0.30941442753736864,0.18080362145082132,0.05719023821795935
2021-01-30,0.28305746984986463,0.21957297563376815,0.2663825990647305,0.16647181885306425,0.06451513659857248
2021-01-31,0.27890166771313496,0.2168486500558967,0.26579273802049036,0.17265195485382626,0.06580498935665172
2021-02-01,0.2413472842699271,0.21565953444627323,0.3077944980014108,0.17890900540794732,0.05628967787444157
2021-02-02,0.23342341922557197,0.2077372908997717,0.3203485392106612,0.17956991752481244,0.058920833139182706
2021-02-03,0.23967262447565202,0.20845112164873245,0.3156688856465439,0.1786088819989057,0.05759848623016597
2021-02-04,0.23609913039423683,0.22007087403539038,0.31165924509826776,0.17563471895181032,0.05653603152029469
2021-02-05,0.23345831101589,0.19825031244420638,0.33301196214961615,0.17937273105992976,0.05590668333035768
2021-02-06,0.2666983640621973,0.21853593251976686,0.27904273865497387,0.16299505168436437,0.0727279130786976
2021-02-07,0.2814474003887269,0.18605745869776483,0.29394436345966957,0.16724368318756075,0.07130709426627795
2021-02-08,0.23744850052697136,0.2376640797163936,0.2844327871993868,0.1666546900450321,0.07379994251221615
2021-02-09,0.24459295568244985,0.2283718227297994,0.29894133104249837,0.173796048309667,0.054297842235585425
2021-02-10,0.2400656283793022,0.2138888543621742,0.31526481299640785,0.17628926205362136,0.0544914422084944
2021-02-11,0.24571533203125,0.22373046875,0.30657958984375,0.16727294921875,0.05670166015625
2021-02-12,0.24093083174585772,0.2217714857401291,0.30826263927528885,0.1709539929009004,0.058081050337823945
2021-02-13,0.30484589853010907,0.20800379326695115,0.2689995258416311,0.15878615457562825,0.05936462778568042
2021-02-14,0.2695271725853377,0.22204455104714949,0.28633930752659514,0.1589046572056766,0.06318431163524107
2021-02-15,0.26428447855558873,0.23617948193699573,0.27650472610603466,0.16498120566818175,0.05805010773319912
2021-02-16,0.25498957402442657,0.23064071181567394,0.29056740619859867,0.16688036678711582,0.056921941174185024
2021-02-17,0.24852369852369852,0.23426573426573427,0.29004144004144006,0.16809116809116809,0.059077959077959076
2021-02-18,0.2616512202246594,0.23022280054173194,0.2881934301723451,0.16464402368749503,0.055288525373768486
2021-02-19,0.2464912403939364,0.22035993762205144,0.30999311594711926,0.1707526096180053,0.052403096418887594
2021-02-20,0.2666775670372793,0.2223675604970569,0.2816996402877698,0.16559025506867234,0.06366497710922171
2021-02-21,0.26504217066947156,0.24098638461987962,0.2576598687157911,0.16402734763045637,0.07228422836440133
2021-02-22,0.22755599656336598,0.2299519597284575,0.2911579278548869,0.16645893585353164,0.08487517999975798
2021-02-23,0.24174989703459637,0.2132027388797364,0.3061418863261944,0.1692107701812191,0.0696947075782537
2021-02-24,0.22187344113102409,0.20095874244138653,0.3403535666922169,0.17967904028421602,0.05713520945115645
2021-02-25,0.23313759525304378,0.20589430143664364,0.331880685945021,0.17451465573487954,0.05457276163041203
2021-02-26,0.23619439720755392,0.19106008106276612,0.3483013898300751,0.17336436051194845,0.051079771387656465
2021-02-27,0.26564292086147573,0.18314323945456862,0.3297279214986619,0.16291257805530776,0.05857334012998598
2021-02-28,0.27517077517077515,0.20086501336501336,0.29256385506385507,0.17110929610929612,0.060291060291060294
2021-03-01,0.23652458931774484,0.2012697921102551,0.3301717574490599,0.17987431122811093,0.05215954989482921
2021-03-02,0.2890906861886581,0.19715226452765422,0.2867526007916214,0.17096921083050196,0.056035237661564326
2021-03-03,0.2884478109137056,0.193151173857868,0.2991850412436548,0.1706158788071066,0.048600095177664976
2021-03-04,0.28353965404530407,0.19585767502671966,0.30500876819790185,0.16816262153552416,0.04743128119455023
2021-03-05,0.2658384278043286,0.19329826441671497,0.3218757860431545,0.1698837476350354,0.049103774100766634
2021-03-06,0.26926607447995365,0.16621711316038468,0.34582197681151233,0.1639999435116013,0.054694892036547996
2021-03-07,0.28058260945862945,0.19115556725454066,0.301482846363078,0.16621918048609283,0.06055979643765903
2021-03-08,0.2167723380613112,0.20160794823191058,0.354532976011504,0.17883521798810378,0.048251519707170405
2021-03-09,0.22244869361393138,0.1991745117772201,0.3537115122485637,0.17522516210397585,0.049440120256309
2021-03-10,0.21885288511523132,0.16729693090197437,0.3973212920586706,0.16844873454493564,0.04808015737918803
2021-03-11,0.21624492764719394,0.18273868769619478,0.3726360921828344,0.17337876119745807,0.055001531276318814
2021-03-12,0.23948164031804803,0.18717952132972843,0.3456441538031245,0.1742205292809291,0.05347415526816989
2021-03-13,0.2588862891904539,0.19910154422087037,0.3170987365465606,0.16889096864763686,0.05602246139447824
2021-03-14,0.27634889047422373,0.19757443772763114,0.2979386475425224,0.16565914467014606,0.06247887958547666
2021-03-15,0.23281008749356666,0.20855635615028306,0.32916881111682966,0.1802367472979928,0.049227997941327845
2021-03-16,0.2244729440301396,0.20968699197481486,0.3434701829535778,0.17567672180218305,0.0466931592392847
2021-03-17,0.24808825872231957,0.20381286177048483,0.32827518453613724,0.1690961712070522,0.05072752376400616
2021-03-18,0.23825576634366044,0.21719666985123515,0.3294390610072335,0.16712160502251944,0.047986897775351436
2021-03-19,0.2232302096645087,0.25960201659902543,0.3188782316841972,0.15146961760451627,0.04681992444775239
2021-03-20,0.26893493301928456,0.25143530104519357,0.2738296776093037,0.14629029883703812,0.05950978948918004
2021-03-21,0.2590014885143018,0.27613951804320713,0.26630325461640586,0.14281691274087782,0.05573882608520739
2021-03-22,0.20326473229976177,0.250933989403939,0.3455305189987113,0.15174236211452596,0.04852839718306192
2021-03-23,0.19167816425822382,0.2691162588047346,0.332757243482681,0.16402585142691162,0.042422482027448985
2021-03-24,0.19460679358833402,0.256524506683641,0.3414298941033505,0.16344540246513511,0.043993403159539375
2021-03-25,0.23792694076388793,0.23882755891543742,0.3211931825935074,0.15440143007245882,0.04765088765470846
2021-03-26,0.22893648449039883,0.2442688330871492,0.32264401772525847,0.15806499261447562,0.046085672082717875
2021-03-27,0.24542967859585138,0.2570777296558012,0.29587417369500796,0.1505128789605653,0.051105539092774106
2021-03-28,0.27042307203659,0.26280015245839156,0.26936433320628467,0.1449836954220133,0.05242874687672045
2021-03-29,0.2406792397944342,0.27367157955977894,0.3059851643556676,0.13817511878211966,0.04148889750799961
2021-03-30,0.2586416989953248,0.2631179747339103,0.29562071023575054,0.13969710534168905,0.04292251069332537
2021-03-31,0.22995813105237473,0.25969022116051477,0.3261154350003853,0.1425984433998613,0.04163776938686394
2021-04-01,0.2453451903608718,0.23677001865893843,0.32453319570712086,0.14616168433310836,0.04718991093996056
2021-04-02,0.22412580307317148,0.24044518781360888,0.3406906038484986,0.14521751363856628,0.049520891626154785
2021-04-03,0.24669105420685067,0.24112626094667997,0.3233122713668108,0.13714665779847024,0.05172375568118834
2021-04-04,0.25506558400999374,0.24634603372891942,0.31165521549031855,0.133841349156777,0.05309181761399125
2021-04-05,0.24116636675936529,0.23863078684770161,0.3249768253448934,0.14793609248050602,0.047289928567533675
2021-04-06,0.22573443939554053,0.2522059600549509,0.32996935432738034,0.14634629610060235,0.04574395012152594
2021-04-07,0.2144419250533321,0.27191982075054005,0.318234875826815,0.14798813948184025,0.04741523888747266
2021-04-08,0.22819914601399832,0.27191090372848525,0.30816862555208285,0.1464395239981805,0.04528180070725301
2021-04-09,0.21620472966819465,0.2669773230928023,0.3253240642360584,0.14615524726025317,0.04533863574269148
2021-04-10,0.2513009003056083,0.2724250433633435,0.28694143883703643,0.13791608160568267,0.05141653588832906
2021-04-11,0.2513964033031783,0.2726436378770289,0.281931088866011,0.14010032199417344,0.05392854795960835
2021-04-12,0.21731723354653595,0.2562914699025644,0.3194303305636918,0.1531920616892821,0.05376890429792576
2021-04-13,0.212406015037594,0.3074041486695462,0.2823014984269184,0.1546152615581507,0.04327307630779075
2021-04-14,0.22428965790717892,0.27318620647581865,0.3125505208412769,0.1438833559565025,0.04609025881922309
2021-04-15,0.22412647237658903,0.2776622972609907,0.29818012132524496,0.15510683126175426,0.04492427777542103
2021-04-16,0.21929670118603647,0.2671062951166029,0.32263072810794374,0.14579765353650143,0.045168622052915476
2021-04-17,0.23308792266207173,0.25427976816523823,0.3295365542551525,0.12757625260142771,0.05551950231610983
2021-04-18,0.2450295996095822,0.2633622610282416,0.31986674871098475,0.12567633516518492,0.04606505548600649
2021-04-19,0.21427397792283448,0.24924193765217262,0.35183055252662554,0.1400660223759093,0.04458750952245807
2021-04-20,0.21440287190913873,0.2486924767121592,0.3477083526753938,0.14172314548324205,0.047473153220066226
2021-04-21,0.2069011324765036,0.2528644017136595,0.3526618179402876,0.1437016372754143,0.043871010594135035
2021-04-22,0.2198729132320694,0.27597355826944314,0.3131392352385678,0.14754229556476783,0.043471997695151816
2021-04-23,0.19521532482917034,0.2558472139957527,0.35980410569046967,0.1492610623943601,0.03987229309024718
2021-04-24,0.22748889367281835,0.25547488110847993,0.34953128363700414,0.12321662719924849,0.04428831438244907
2021-04-25,0.23176608609331287,0.257973107120296,0.3426405559065066,0.12343651295009475,0.04418373792978973
2021-04-26,0.222265134691513,0.2518379563856053,0.34818411288431567,0.13572601001393123,0.04198678602463482
2021-04-27,0.2392463605413123,0.26413989188397663,0.32004051300198905,0.13072764768331524,0.04584558688940683
2021-04-28,0.22903013093972466,0.2587573510611097,0.33067326972506694,0.1372512077944798,0.04428804047961889
2021-04-29,0.2119247596844761,0.264714335898828,0.3358349567272379,0.14267237249704595,0.0448535751924121
2021-04-30,0.21011281857892586,0.25637157851733133,0.35030325885421576,0.1385248735112033,0.04468747053832375
2021-05-01,0.21648083849123337,0.24729884189868231,0.361858137980116,0.12803812892234034,0.04632405270762794
2021-05-02,0.21930940267571133,0.24017806670435274,0.3688053514226493,0.12643678160919541,0.0452703975880912
2021-05-03,0.23625123368790438,0.25538710384910623,0.3308339730233578,0.13288189494462113,0.04464579449501042
2021-05-04,0.22011109528557185,0.25185870958552914,0.3405640222190571,0.1418031619427432,0.045663010967098704
